iteration	cost
7960	0.0206587398425
7980	0.0267034406061
8000	0.04430224104
8020	0.0375995603536
8040	0.0312151089602
8060	0.0259058873853
8080	0.0054496343364
8100	0.0429407259799
8120	0.0656307993922
8140	0.0282856432241
8160	0.0491250151099
8180	0.0247490799957
8200	0.0442677585233
8220	0.0396285724419
8240	0.0260386370937
8260	0.015870661904
8280	0.0471555480908
8300	0.0317629545461
8320	0.0359777905542
8340	0.0221171443409
8360	0.0249643416319
8380	0.0226650089899
8400	0.049719621602
8420	0.0513099634554
8440	0.0406840140058
8460	0.0428414963826
8480	0.018045812496
8500	0.0455460772209
8520	0.0224039927707
8540	0.0320471477899
8560	0.0652488890337
8580	0.0279821960721
8600	0.0165295064216
8620	0.0623769084341
8640	0.060680833034
8660	0.0254895892576
8680	0.0329108966544
8700	0.0321537504788
8720	0.0352689500869
8740	0.0197029384726
8760	0.0459237364994
8780	0.0358589615789
8800	0.0374102338246
8820	0.00619341728452
8840	0.0498245855706
8860	0.0533771812916
8880	0.036809715064
8900	0.0566681100609
8920	0.0165949495567
8940	0.0613471514953
8960	0.0245044624171
8980	0.0329416912282
9000	0.0160869953397
9020	0.030826653674
9040	0.0749874786707
9060	0.028971133157
9080	0.050231714471
9100	0.0421783437632
9120	0.0230607168924
9140	0.0266309068538
9160	0.0432406847831
9180	0.0376522558799
9200	0.0808011410409
9220	0.0330474656221
9240	0.0437225313071
9260	0.0164988499455
9280	0.0200820606478
9300	0.0504700470919
9320	0.0198620525189
9340	0.0193098902819
9360	0.0134011434711
9380	0.0431288952095
9400	0.0196000863216
