Generation	Fitness	Shooting fitness	Aiming fitness	Shots	Misses	Wrong reloads
160	71.348051	8.000000	63.348051	600	584	0
161	69.782250	12.500000	57.282250	651	626	0
162	66.618311	6.000000	60.618311	599	587	0
163	67.430116	6.000000	61.430116	600	588	0
164	69.103222	6.000000	63.103222	600	588	0
165	68.053644	5.500000	62.553644	600	589	0
166	68.862818	12.500000	56.362818	691	666	0
167	68.863483	6.500000	62.363483	600	587	0
168	75.520192	20.000000	55.520193	693	653	2
169	69.933816	14.500000	55.433816	635	606	1
170	70.594333	7.500000	63.094333	600	585	0
171	70.557126	14.500000	56.057125	616	587	0
172	77.281737	21.500000	55.781736	680	637	0
173	70.826388	6.500000	64.326388	600	587	0
174	69.811524	14.000000	55.811524	633	605	0
175	69.009446	10.000000	59.009446	590	570	0
176	71.523294	16.000000	55.523294	630	598	1
177	69.257420	13.499999	55.757421	620	593	0
178	70.226719	8.000000	62.226719	600	584	0
179	70.447584	9.500000	60.947584	600	581	0
180	68.640805	4.000000	64.640805	600	592	0
181	75.097786	18.000000	57.097786	616	580	0
182	67.074045	6.500000	60.574045	600	587	0
183	70.702146	12.500000	58.202146	626	601	0
184	66.154009	6.500000	59.654009	600	587	0
185	67.480944	7.000000	60.480944	596	582	0
186	68.784069	6.000000	62.784069	600	588	0
187	78.014014	13.500000	64.514014	598	571	0
188	72.244722	9.000000	63.244721	600	582	0
189	72.627497	12.000000	60.627497	590	566	0
190	69.739297	11.500000	58.239297	642	619	0
191	67.876913	10.000000	57.876913	593	573	0
192	71.204886	9.000000	62.204886	600	582	0
193	72.083289	12.500000	59.583289	600	575	0
194	69.343505	6.500000	62.843505	600	587	0
195	72.678942	18.500000	54.178942	685	648	1
196	70.836679	9.000000	61.836679	600	582	0
197	72.109645	7.500000	64.609646	600	585	0
198	72.654828	14.500000	58.154828	641	612	1
199	71.395741	10.000000	61.395741	596	576	0
200	71.253588	12.500000	58.753588	600	575	0
201	73.020460	9.500000	63.520460	600	581	0
202	70.406664	9.000000	61.406664	600	582	0
203	71.051727	9.000000	62.051726	600	582	0
204	75.556565	17.500000	58.056565	642	607	1
205	71.516729	10.000000	61.516729	600	580	0
206	72.139445	13.000000	59.139445	619	593	0
207	75.026996	14.000000	61.026997	600	572	0
208	70.592071	6.500000	64.092071	600	587	0
209	70.925049	9.000000	61.925049	600	582	0
210	74.655517	12.000000	62.655517	599	575	0
211	77.689092	16.500000	61.189091	642	609	0
212	69.830317	15.000000	54.830317	629	599	0
213	68.621033	8.000000	60.621033	600	584	0
214	73.980630	10.500001	63.480630	600	579	0
215	72.340262	9.000000	63.340262	600	582	0
216	77.404259	20.499999	56.904259	649	608	1
217	70.626585	10.000000	60.626585	600	580	0
218	76.078999	13.500000	62.578999	600	573	0
219	71.075023	8.499999	62.575023	600	583	0
220	73.771026	16.500000	57.271026	636	603	0
221	71.231531	8.500000	62.731530	600	583	0
222	70.109396	10.500000	59.609396	600	579	0
223	76.070159	16.500000	59.570159	632	599	2
224	74.725730	10.000000	64.725730	600	580	0
225	72.174826	8.500000	63.674826	600	583	0
226	73.883426	11.000000	62.883426	600	578	0
227	73.815509	9.500000	64.315509	600	581	0
228	78.242545	15.500001	62.742544	600	569	0
229	73.849969	9.499999	64.349970	599	580	0
230	78.774494	15.500000	63.274494	600	569	0
231	73.018542	10.500000	62.518542	600	579	0
232	73.715469	9.000000	64.715469	600	582	0
233	74.487564	9.499999	64.987564	600	581	0
234	73.002737	17.000000	56.002737	674	640	0
235	72.914680	10.500001	62.414680	600	579	0
236	75.273884	22.499999	52.773885	731	686	0
237	74.575512	12.000000	62.575512	600	576	0
238	74.676042	10.000000	64.676042	600	580	0
239	77.438689	21.499999	55.938690	740	697	0
240	72.563388	11.000000	61.563388	600	578	0
241	73.463331	9.500000	63.963331	600	581	0
242	73.667182	10.500001	63.167182	600	579	0
243	75.027400	10.500000	64.527399	600	579	0
244	76.329817	10.000001	66.329817	600	580	0
245	74.797217	11.500000	63.297217	600	577	0
246	74.417437	12.000001	62.417436	600	576	0
247	73.895772	10.000000	63.895773	600	580	0
248	75.314585	10.500000	64.814585	600	579	0
249	74.330862	11.000000	63.330862	600	578	0
250	75.270968	12.000001	63.270967	600	576	0
251	74.691485	11.500000	63.191484	600	577	0
252	77.842725	19.000000	58.842725	647	609	0
253	74.020789	10.000000	64.020789	600	580	0
254	73.014126	9.500000	63.514126	600	581	0
255	74.498983	9.000000	65.498984	600	582	0
256	73.255339	10.000000	63.255339	600	580	0
257	78.374190	13.500001	64.874189	600	573	0
258	71.620113	9.000000	62.620113	600	582	0
259	72.721188	13.500001	59.221187	573	546	3
260	74.482845	10.500001	63.982845	600	579	0
261	73.512811	8.000000	65.512811	600	584	0
262	73.576294	9.500001	64.076293	599	580	0
263	73.047532	10.500000	62.547532	600	579	0
264	73.740425	10.000000	63.740425	600	580	0
265	74.022870	8.000000	66.022870	600	584	0
266	72.608482	8.000000	64.608482	600	584	0
