Generation	Fitness	Shooting fitness	Aiming fitness	Shots	Misses	Wrong reloads
175	102.481949	35.000000	67.481949	600	530	18
176	105.593436	35.500000	70.093436	574	503	23
177	100.855368	32.999999	67.855369	549	483	24
178	102.523914	34.000000	68.523914	575	507	22
179	98.125353	31.000000	67.125353	501	439	36
180	99.991483	30.000000	69.991483	572	512	22
181	106.754747	37.500000	69.254747	572	497	23
182	104.254546	34.000000	70.254546	607	539	13
183	95.830505	29.500000	66.330505	584	525	24
184	101.100543	33.500000	67.600543	515	448	31
185	102.523941	34.000000	68.523941	606	538	17
186	95.286889	27.500000	67.786889	546	491	26
187	102.913633	33.000000	69.913633	606	540	16
188	108.892143	38.500000	70.392143	610	533	16
189	109.004680	38.499999	70.504681	575	498	21
190	99.559589	31.999999	67.559590	579	515	19
191	103.192838	34.000000	69.192838	600	532	20
192	103.782019	33.500000	70.282019	513	446	30
193	100.858445	33.000000	67.858445	586	520	12
194	106.532841	34.499999	72.032841	600	531	13
195	96.832025	30.000000	66.832026	602	542	14
196	99.913092	31.500000	68.413092	580	517	21
197	98.676740	30.000000	68.676740	608	548	12
198	98.016800	29.500001	68.516799	571	512	18
199	98.252147	33.500001	64.752147	603	536	24
200	99.907701	31.500000	68.407702	570	507	20
201	98.613334	29.000000	69.613335	600	542	13
202	97.932668	29.499999	68.432668	609	550	11
203	97.626678	30.000000	67.626678	600	540	13
204	102.162681	32.000001	70.162681	600	536	12
205	102.706688	33.000000	69.706688	600	534	13
206	100.714469	37.000000	63.714469	604	530	37
207	104.618540	34.000000	70.618540	600	532	14
208	105.061405	34.500000	70.561405	600	531	13
209	104.648436	34.000001	70.648435	600	532	10
210	103.284859	33.500000	69.784859	600	533	16
211	109.400306	37.500001	71.900305	600	525	10
212	103.336630	32.500000	70.836630	600	535	13
213	107.570302	36.000000	71.570303	600	528	13
214	106.317347	35.500000	70.817347	600	529	12
215	103.375390	33.500000	69.875390	600	533	12
216	113.448643	40.000001	73.448643	600	520	15
217	101.882098	31.000000	70.882098	600	538	10
218	102.813466	38.499999	64.313467	607	530	25
219	104.335159	42.000001	62.335158	607	523	22
220	105.477228	36.500000	68.977229	600	527	12
221	111.660634	40.000000	71.660634	600	520	14
222	110.134772	38.000000	72.134772	600	524	14
223	103.770560	33.500001	70.270559	600	533	15
224	109.679237	38.000000	71.679237	600	524	16
225	105.010647	41.000000	64.010646	601	519	37
226	102.412928	32.500000	69.912929	600	535	13
227	103.620492	39.999999	63.620494	611	531	12
228	102.783192	39.499999	63.283192	612	533	15
229	106.271971	35.000000	71.271970	600	530	8
230	105.045945	31.000000	74.045945	600	538	5
231	105.386821	31.500000	73.886821	600	537	6
232	104.849996	31.000001	73.849995	600	538	8
233	111.001643	38.499999	72.501644	600	523	13
234	108.166830	34.500000	73.666830	600	531	8
235	109.619232	38.999999	70.619233	602	524	15
236	107.111415	33.000000	74.111415	600	534	2
237	104.883302	33.500000	71.383301	600	533	10
238	109.404748	36.000000	73.404748	600	528	7
239	115.510498	41.500000	74.010497	600	517	10
240	108.523509	34.999999	73.523510	600	530	9
241	105.555790	32.000001	73.555789	600	536	9
242	104.613326	31.000000	73.613326	600	538	5
243	104.875532	31.500000	73.375533	600	537	6
244	111.910432	39.000000	72.910432	600	522	8
245	108.792402	36.500000	72.292402	602	529	14
246	109.791160	36.000000	73.791160	600	528	4
247	106.800734	35.000000	71.800734	600	530	12
248	108.867251	40.000001	68.867250	600	520	14
249	112.889349	39.500000	73.389348	600	521	8
250	105.978044	35.000000	70.978044	602	532	12
251	116.769897	46.500000	70.269897	602	509	18
252	129.479918	55.999999	73.479918	600	488	20
253	129.238447	55.500000	73.738447	600	489	20
254	126.089482	51.999999	74.089483	600	496	19
255	126.539011	52.500002	74.039009	600	495	17
256	126.435893	53.000000	73.435893	600	494	20
257	128.313635	54.500000	73.813635	600	491	20
258	127.582507	53.999999	73.582508	600	492	20
259	129.203292	55.500001	73.703292	600	489	20
260	126.279552	52.499999	73.779554	600	495	20
261	125.799741	52.000000	73.799741	600	496	20
262	126.069268	52.500000	73.569268	600	495	20
263	126.242327	52.500000	73.742327	600	495	20
264	126.207082	52.500000	73.707082	600	495	20
265	129.290329	55.500000	73.790329	600	489	19
266	131.229575	58.000000	73.229575	600	484	20
267	124.953521	51.500000	73.453521	600	497	20
268	126.915615	53.500001	73.415614	600	493	20
269	126.546154	53.000000	73.546154	600	494	20
270	125.928116	52.500000	73.428116	600	495	20
271	125.653362	52.000000	73.653363	600	496	20
272	130.113094	56.500000	73.613094	600	487	19
273	126.403821	53.000000	73.403820	600	494	20
274	124.404377	51.000000	73.404377	600	498	20
275	126.904705	53.499998	73.404707	600	493	20
276	130.272639	56.999999	73.272639	600	486	20
277	131.527102	58.000000	73.527102	600	484	20
278	129.405418	56.000000	73.405418	600	488	20
279	126.688441	54.000001	72.688440	600	492	20
280	127.270993	53.500002	73.770992	600	493	20
281	128.101058	54.500000	73.601059	600	491	19
282	128.573771	55.500001	73.073770	600	489	19
283	131.452465	57.500000	73.952465	600	485	20
284	125.478380	52.500001	72.978379	600	495	20
285	129.321745	56.000000	73.321745	600	488	20
286	127.325145	54.500000	72.825146	600	491	20
287	129.503511	55.999999	73.503513	600	488	20
288	130.323497	57.000000	73.323497	600	486	20
289	130.659797	57.000000	73.659797	600	486	20
290	132.606877	59.500002	73.106876	600	481	20
291	132.275799	59.000000	73.275799	630	512	20
292	130.167919	56.500001	73.667918	600	487	20
293	126.653397	53.499999	73.153398	600	493	20
294	132.411007	58.999998	73.411008	600	482	20
295	127.545451	54.000000	73.545451	600	492	20
296	130.472296	57.000001	73.472295	600	486	20
297	130.547927	57.500000	73.047927	600	485	20
298	131.493072	58.499998	72.993074	600	483	20
299	131.374233	58.000001	73.374232	600	484	20
300	132.087128	58.500001	73.587127	600	483	20
301	129.977698	56.500000	73.477698	600	487	20
302	129.011453	55.500000	73.511453	600	489	20
303	129.370390	55.499999	73.870391	600	489	20
304	132.528790	58.500000	74.028789	600	483	20
305	132.232132	58.500000	73.732132	600	483	20
306	130.144376	56.500001	73.644375	600	487	20
307	130.812256	57.000000	73.812256	600	486	20
308	129.525224	55.999999	73.525225	600	488	20
309	131.120392	57.500001	73.620391	600	485	20
310	129.572594	57.000000	72.572594	600	486	20
311	128.707809	55.000000	73.707809	600	490	20
312	128.829875	54.999998	73.829877	600	490	20
313	129.225512	55.499999	73.725513	600	489	20
314	129.675414	56.000000	73.675414	600	488	20
315	127.897406	54.000001	73.897406	600	492	20
316	130.203793	56.499999	73.703794	600	487	20
317	130.213238	56.499999	73.713239	600	487	20
318	129.148188	55.999999	73.148188	619	507	20
319	133.730511	60.000001	73.730510	600	480	20
320	126.522222	53.000000	73.522222	600	494	20
321	130.751437	59.000001	71.751437	597	479	22
322	134.893302	68.500000	66.393303	720	583	7
323	139.060325	72.500000	66.560325	719	574	9
324	135.491778	66.499999	68.991778	561	428	8
325	137.402083	69.499998	67.902085	610	471	10
326	144.788211	75.000000	69.788211	638	488	11
327	140.457028	72.500000	67.957028	500	355	17
328	148.287171	79.500001	68.787171	614	455	8
329	162.089682	95.999999	66.089683	463	271	13
330	159.257243	92.500001	66.757242	645	460	9
331	162.416966	96.500001	65.916966	543	350	15
332	161.299559	93.999999	67.299560	449	261	13
333	159.072586	91.500001	67.572585	528	345	10
334	158.114678	92.000000	66.114678	519	335	10
335	163.961370	96.999998	66.961371	566	372	15
336	166.855106	101.500002	65.355104	524	321	15
337	157.949932	94.500000	63.449933	538	349	12
338	152.690814	88.000001	64.690812	582	406	11
339	155.647083	88.000000	67.647082	581	405	7
340	161.924095	96.999999	64.924096	483	289	10
341	161.416909	96.000000	65.416909	575	383	11
