Generation	Fitness	ShootingFitness	AimingFitness	Shots	Misses	WrongReloads
345	193.591824	143.500002	50.091822	1,169	882	10
346	188.278397	133.999999	54.278398	983	715	8
347	187.202352	133.000000	54.202353	1,058	792	11
348	197.638517	143.499999	54.138518	1,128	841	9
349	184.680738	129.499999	55.180739	1,025	766	15
350	178.262014	127.500000	50.762014	1,002	747	15
351	183.954990	131.499998	52.454991	1,068	805	10
352	192.564842	143.000001	49.564842	1,122	836	6
353	190.912878	134.999998	55.912880	1,054	784	15
354	187.792086	134.499999	53.292087	1,100	831	11
355	185.873775	130.500001	55.373774	1,104	843	5
356	186.637128	136.500002	50.137126	1,184	911	6
357	191.211749	140.499999	50.711750	1,137	856	9
358	190.584044	136.500001	54.084043	1,201	928	10
359	184.783955	134.500000	50.283955	1,227	958	9
360	178.070026	131.499999	46.570027	1,154	891	7
361	196.840442	143.499999	53.340444	1,207	920	3
362	186.871693	136.500000	50.371693	1,223	950	14
363	192.668151	138.000000	54.668151	1,104	828	6
364	205.082755	151.499999	53.582756	1,271	968	2
365	186.998618	135.500000	51.498618	1,189	918	16
