Generation	Fitness	ShootingFitness	AimingFitness	Shots	Misses	WrongReloads
106	510.513879	449.500001	61.013877	981	82	15
107	500.487895	441.000004	59.487890	1,021	139	18
108	507.166695	446.499996	60.666699	964	71	13
109	487.000017	426.999999	60.000018	960	106	19
110	534.463285	472.999996	61.463289	1,070	124	16
111	466.576058	409.500002	57.076056	925	106	27
112	528.324315	463.499999	64.824316	1,039	112	15
113	494.352399	437.999999	56.352401	962	86	24
114	504.687136	442.999999	61.687137	1,013	127	18
115	477.103831	413.999998	63.103833	937	109	16
116	518.295001	456.999996	61.295005	1,015	101	18
117	524.740356	466.499998	58.240359	1,050	117	19
118	506.728508	445.999999	60.728509	1,033	141	16
119	519.716956	458.500003	61.216954	1,034	117	18
120	508.601057	445.000006	63.601052	964	74	12
121	508.493517	445.999998	62.493519	1,009	117	13
122	516.926956	454.500006	62.426950	1,035	126	14
123	509.142574	448.500000	60.642574	1,010	113	15
124	501.269199	441.999999	59.269200	983	99	18
125	504.505871	444.000005	60.505866	1,075	187	13
126	521.587703	460.000003	61.587700	1,054	134	15
127	512.826449	454.000004	58.826445	1,092	184	10
128	522.560204	459.499999	63.060205	1,032	113	12
129	505.405002	443.999991	61.405011	1,050	162	7
130	541.823936	480.000006	61.823930	1,098	138	12
131	508.858430	449.500000	59.358430	1,103	204	16
132	540.539784	479.000007	61.539778	1,049	91	15
133	520.824185	463.999998	56.824187	1,115	187	12
134	511.762468	450.499997	61.262471	1,001	100	17
135	519.126395	459.999998	59.126397	1,100	180	8
136	512.786044	453.000006	59.786038	1,016	110	19
137	501.222588	439.000001	62.222587	984	106	15
138	533.055139	471.999998	61.055141	1,048	104	15
139	489.721152	434.000000	55.721152	1,026	158	10
140	503.775233	440.999996	62.775237	973	91	12
141	512.845854	452.500002	60.345851	1,008	103	16
142	505.435139	445.500004	59.935135	982	91	17
143	505.154818	446.999998	58.154820	1,041	147	24
144	526.614879	466.999999	59.614880	1,036	102	19
145	484.313781	423.000004	61.313777	1,002	156	4
146	493.282944	430.500000	62.782944	998	137	16
147	504.858333	443.999999	60.858333	1,002	114	7
148	489.669908	432.000002	57.669907	984	120	20
